mz,10EV,15EV,20EV,25EV
109.0298466,0,0,0.001409887,0
111.006655,0,0.001294951,0,0
112.0121648,0,0.002057842,0.002369191,0.001537273
113.0220719,0,0.013115198,0.010771334,0.00281345
123.0402483,0,0.00215201,0.001723881,0
125.022332,0,0.004052848,0.00248421,0
127.0368311,0,0.005885687,0.010457515,0.003285488
132.0184272,0,0,0.001163622,0.002379322
138.0273992,0,0.001591413,0,0
139.0326458,0,0.008527564,0.004766751,0
140.0509079,0,0.001327677,0,0
141.0109339,0,0.001482833,0,0
141.0541662,0,0.001740738,0,0
143.0256855,0,0.002215024,0.001939102,0
145.0462261,0,0,0.004933242,0.001537708
155.039462,0,0.00701229,0.00626832,0
156.0349229,0,0.003058634,0,0
157.0507729,0,0.005979512,0.003197892,0
167.0291812,0,0.00443156,0.003518047,0
168.0382039,0,0.002616687,0.001782803,0
169.036241,0,0.012651135,0.008128823,0.001785429
171.0257917,0,0.015638952,0.009632968,0.001337715
173.0398812,0,0.001814115,0.006239862,0
180.0373926,0,0.001063758,0,0
184.0353512,0,0.002119041,0,0
185.0410615,0.001811996,0.071783864,0.047789219,0.014310227
186.0507706,0,0.002879537,0.004876439,0
187.0553391,0.004395005,0.003955888,0.002440629,0
191.0528982,0,0,0.003176394,0
201.0390984,0.010822751,0.108770853,0.087187032,0.020835575
202.0442553,0,0.001420701,0,0
203.0545676,0.002239242,0.074838068,0.086406408,0.025613587
213.0320733,0,0.001793158,0,0
218.049154,0,0.00292774,0,0
219.0509836,0,0.001113678,0,0
227.055449,0,0.002758632,0.001544341,0
229.0293262,0,0.001403345,0,0
231.0504978,0.029084087,0.207327788,0.235749773,0.085125396
241.0672111,0,0.003126532,0,0
243.0427536,0,0,0.001139697,0
244.0574473,0,0.00498755,0.00217136,0
245.0680106,0.005000516,0.15255089,0.113249725,0.033507832
257.0651151,0,0.015265681,0.01224121,0.001780012
259.0704073,0.015775244,0.124758871,0.074562451,0.01607806
261.073984,0,0.001795101,0.001093531,0
271.0783449,0,0.00160657,0,0
273.0565559,0,0.004476958,0.003352307,0
274.0685918,0,0.003810325,0.001936386,0
275.0694891,0,0.017434959,0.009242993,0.002432812
277.0896968,0,0.001647738,0,0
287.0597141,0,0.003322253,0.00193523,0
289.0533759,0,0.001079207,0,0
289.0833852,0,0.001956131,0,0
300.086595,0,0.001614983,0,0
301.0913427,0,0.002728192,0,0
303.0821594,0,0,0.001045938,0
305.0791677,0,0.004661875,0.003048126,0
317.0847996,0,0.01910656,0.01996108,0.002330086
319.1065119,0,0.00505268,0.00217981,0
329.0819343,0,0.00489856,0.002451272,0
331.1200655,0,0.002096077,0,0
333.0803718,0.001577034,0.004050026,0.001950462,0
334.0868903,0,0.001249184,0,0
347.0905549,0,0.05594203,0.031804115,0.006486848
