mz,10EV,15EV,20EV,25EV
112.0162385,0,0,0.004426332,0.002595196
113.0210195,0,0.016875049,0.012536187,0
125.016839,0,0.004324781,0.004361896,0
127.0357147,0,0.00801057,0.01646496,0.004924294
138.0250831,0,0.002154684,0,0
145.0497564,0,0,0.018848869,0.00521224
155.0321228,0,0.010637075,0.008115208,0
156.0336844,0,0.002620743,0,0
157.0495303,0,0.007438347,0.006019039,0
167.0278993,0,0.002502894,0,0
169.0489754,0,0.03412073,0.024133335,0.006246031
171.0270591,0,0.009071617,0.007290196,0
173.0450258,0,0,0.00199464,0
184.0353351,0,0.003639837,0.008860963,0
185.0423792,0.004760756,0.085821142,0.074273682,0.019873977
186.0428085,0,0.013049445,0.006900508,0.00168204
187.0606872,0,0.002503038,0,0
201.0376905,0.018780185,0.14941899,0.097815151,0.027936399
203.0517553,0.007500499,0.035316869,0.03401684,0.010265305
218.0418951,0.001007413,0.009454643,0.006946399,0
231.0489871,0.017826997,0.15757547,0.152347106,0.043150663
244.0620217,0,0.020654637,0.010977974,0.002260213
245.0679892,0.003532967,0.068445285,0.044638573,0.0129901
249.0490976,0,0,0.001834495,0
257.0745259,0,0.003682218,0.024695635,0.0071215
275.0694651,0,0.005186814,0.003890385,0
291.0725606,0,0.00205713,0,0
317.0935025,0,0.020225841,0.010863486,0
333.0731843,0,0.013453338,0.005899057,0
347.0996589,0,0.017615319,0.009091172,0
349.0791585,0,0.002261585,0,0
