mz,10EV,15EV,20EV,25EV
113.0210645,0,0.004594029,0.004845566,0
118.0866915,0,0.002361119,0,0
127.0369435,0,0,0.004858567,0.001335417
132.0195949,0,0,0,0.004455458
140.0449869,0,0.002446077,0,0
145.0486545,0,0,0.006462868,0.002138423
155.0359364,0,0.00256263,0,0
156.0387356,0,0.003361782,0.002693716,0
157.048277,0,0.003271467,0,0
169.0490426,0,0.048766723,0.041263407,0.008913133
171.0284095,0,0.003068755,0,0
184.0339762,0,0.003282905,0,0
185.0437867,0,0.048899932,0.047256944,0.009092165
186.0549201,0.003415058,0.010911263,0.009547776,0
201.0364097,0.011118466,0.098017396,0.063360769,0.014717331
203.051836,0,0.015009363,0.083734471,0.025311596
218.039086,0,0.014801937,0.00822155,0
231.0461321,0.005123853,0.07827176,0.065623923,0.015541691
244.0406725,0,0.020634221,0.009672071,0
245.0588764,0,0.040340944,0.030388938,0.006299407
275.0761203,0,0.003185565,0,0
317.0849448,0,0.0069999,0.003148172,0
333.0751064,0,0.007368406,0,0
347.0925406,0,0.007128396,0,0
