mz,10EV,15EV,20EV,25EV
112.0131175,0,0.002125271,0.001959002,0.001830691
113.0210119,0,0.007875243,0.007923251,0.001039572
122.0350858,0,0,0.001261702,0
125.0212162,0,0.00224194,0.00214887,0
127.0357062,0,0.00201606,0.010065296,0.003640914
132.0206602,0,0,0.001623882,0.002863738
139.0384129,0,0.002180999,0.00213839,0
140.0438388,0,0.005606846,0.004989219,0.001624251
141.0179489,0,0,0.001642891,0
141.0494083,0,0.003883469,0.002724232,0
145.0509276,0,0,0.011558845,0.002403531
155.0296705,0,0.00553528,0.003435692,0
156.0373485,0,0.001108175,0,0
157.0446043,0,0.004858978,0.002393666,0
163.057266,0,0,0.001562065,0
167.0190171,0,0.002841057,0.003491202,0
168.0458047,0,0.001105879,0,0
169.0451392,0,0.018442531,0.028815683,0.004502173
171.0244829,0,0.006389845,0.004989422,0
173.0321245,0,0,0.001667771,0
184.0286715,0,0,0.002145927,0
185.0463684,0.004432603,0.068424545,0.051899172,0.007365405
186.0508311,0.00176061,0.008800955,0.006959386,0.001633737
191.0515237,0,0,0.001128546,0
201.0362866,0.015039956,0.122264468,0.074501661,0.019757026
202.0427685,0,0.001197489,0,0
203.0531499,0.001573147,0.025963026,0.047641392,0.012041714
218.0404443,0.002520731,0.015245936,0.007860619,0.002119452
225.0400629,0,0,0,0.001153364
231.0474811,0.010629875,0.099366292,0.093954571,0.027882667
244.054359,0.002249213,0.014174535,0.008358855,0.001673814
245.0664509,0.001304916,0.048468488,0.033187204,0.00691532
257.0572145,0,0.003206113,0.013826364,0.003372055
259.0845722,0.00252718,0.031676699,0.026488259,0.005105066
261.0533468,0,0.001134783,0,0
273.0565136,0,0.004551745,0,0
275.0694466,0,0.002751809,0,0
291.0859248,0,0.001327147,0,0
305.0808333,0,0.002624748,0.001006202,0
317.0812584,0,0.014276775,0.009930118,0
333.0785307,0,0.008920789,0.00343856,0
334.0796875,0,0.001489353,0,0
347.0959818,0,0.014298813,0.006240699,0.001893144
349.0752484,0.002089586,0.003209406,0,0
