mz,10EV,15EV,20EV,25EV
112.0099829,0,0.001740465,0,0.001587916
113.0178631,0,0.009041159,0.008651561,0
125.0211926,0,0.002949209,0.002251041,0
127.0378926,0,0.004453369,0.007324993,0
132.0173023,0,0,0.001692619,0.002714629
138.0273517,0,0.001407785,0,0
139.0360666,0,0.004281587,0,0
140.0449727,0,0.003033127,0,0
145.0473607,0,0,0.007545033,0.001517979
155.0345249,0,0.00565357,0.00342158,0
156.0385439,0,0.00321116,0,0
157.0458034,0,0.006589019,0.004236099,0
167.034193,0,0.002880129,0.002723374,0
169.0463821,0,0.050602424,0.039212778,0.008838756
171.0244505,0,0.005446988,0.002868021,0
184.0352923,0,0.002078463,0,0
185.0409978,0.005379528,0.079840688,0.057347974,0.013003274
186.0561403,0.004498396,0.02050338,0.009529669,0.001934909
201.0390292,0.015927885,0.140795087,0.089533515,0.021488667
202.0413303,0,0.003199785,0,0
203.0545026,0.00179692,0.025273528,0.101418837,0.031486865
218.0389433,0.004005242,0.027001243,0.015127309,0.002430809
231.0519089,0.0090872,0.108497824,0.080948893,0.019660017
244.0542996,0.001777214,0.030211147,0.015227117,0.00142662
245.0633212,0.001094701,0.056238128,0.039116215,0.010605574
257.0587441,0,0.002081706,0.001953741,0
259.038753,0,0.001941617,0,0
275.0807788,0,0.003898678,0.001767476,0
303.0648007,0,0.001647688,0.001244929,0
317.0829444,0,0.014236194,0.00546315,0
333.0838364,0,0.007005321,0.003943251,0
334.0831908,0.001190858,0,0,0
347.0995698,0,0.010395139,0.004226254,0
349.0790689,0.009413081,0.013163606,0.005782378,0
