mz,10EV,15EV,20EV,25EV
112.0173255,0,0.001944324,0.00196371,0
113.0189842,0,0.011374324,0.011747662,0.002410407
123.0392496,0,0.003215936,0.001246726,0
125.022376,0,0.001982493,0.001592791,0
127.0357705,0,0.002575975,0.005728154,0.001290315
132.013967,0,0,0,0.002759954
139.0338509,0,0.007370074,0.006973602,0
141.0226961,0,0.004371331,0.003512472,0
143.0291673,0,0.001563552,0.001794614,0
145.0439152,0,0,0.003586548,0.001314173
155.0358625,0,0.005750076,0.004295864,0
156.044777,0,0.003781473,0.003194024,0
157.0446838,0,0.004244291,0.004803559,0
167.0292495,0,0.001582992,0.0022385,0
169.0452248,0,0.010113795,0.00760624,0.001173032
171.0284166,0,0.014028131,0.010686914,0.001241716
173.0439234,0,0,0.002402404,0
184.0314252,0,0.002436798,0.002182263,0
185.0437943,0.002263714,0.061383374,0.052431441,0.011354745
186.0535903,0,0.001485037,0.00325824,0
187.0580978,0,0.001288841,0,0
191.0502547,0,0,0.001147095,0
201.0405594,0.009004229,0.110275816,0.099689316,0.024400583
202.0485654,0,0.002187095,0.003093712,0
203.054639,0,0.074913908,0.074140669,0.020078747
218.0434388,0,0.00197949,0,0
219.040769,0,0,0.001005269,0
231.0446171,0.024614509,0.178526627,0.207385616,0.074536982
244.0560013,0,0.002125252,0,0
245.0573515,0.004810992,0.162084436,0.120260507,0.031020193
257.0589168,0,0.008871394,0.006356486,0
258.075542,0,0.001346155,0,0
259.0768117,0.013053022,0.125164244,0.071511694,0.014948083
273.0598926,0,0.004721298,0.00229767,0
274.0654415,0,0.003296424,0.001336657,0
275.0793438,0,0.010886489,0.008370997,0
287.0747842,0,0.003546211,0.002872479,0
301.0829412,0,0.002735822,0.00158327,0
303.0615974,0,0,0.001960053,0
305.0741369,0,0.003623951,0.002379159,0
317.0866573,0,0.015023356,0.00864993,0
319.0978659,0,0.006599967,0.003621269,0
329.0838289,0,0.004727336,0.002018311,0
331.1077107,0,0.001895604,0,0
333.0733306,0,0.002619458,0.001513683,0
334.0816309,0,0.001552971,0,0
347.090677,0,0.055390479,0.027320931,0.004823782
349.084808,0.008606455,0.009877284,0.006687098,0
