mz,10EV,15EV,20EV,25EV
112.0120837,0,0.00122443,0.002253048,0.002285692
113.0210068,0,0.009109486,0.007367129,0.002013719
125.0179213,0,0.001514613,0,0
127.0379108,0,0.002914345,0.007597796,0.002547608
132.0195382,0,0,0.00173978,0.003245141
139.0337854,0,0.002258163,0.001818576,0
141.047065,0,0.002028972,0.001080626,0
145.048559,0,0,0.005355868,0.002971896
155.0284425,0,0.005540931,0.004640733,0
156.038579,0,0.00178142,0,0
157.0470548,0,0.004001706,0.003492466,0
167.0329497,0,0,0.001187248,0
169.0425816,0,0.027664235,0.020866853,0.003967077
171.024489,0,0.001312426,0.001168631,0
173.0411365,0,0,0.001506105,0
183.031033,0,0,0.001345693,0
184.0366596,0,0.001325145,0.002820617,0
185.0370228,0.004574118,0.048171482,0.038149879,0.008511469
186.0534876,0,0.011562423,0.008842451,0.001043378
191.0569261,0,0,0.001126967,0
201.0376678,0.011430855,0.083298223,0.064853991,0.011216892
202.0427648,0,0.001015056,0,0
203.0573215,0,0.017137912,0.022411586,0.003579899
218.0418705,0,0.006923329,0.004167148,0
225.0385376,0,0,0.00100898,0.002329716
231.04598,0.009698412,0.075391733,0.080359381,0.02283045
244.0451633,0.001552944,0.01696195,0.009473123,0
245.0602863,0,0.046692438,0.035992618,0.005242085
257.0634914,0,0.001523997,0.020712789,0.006361125
259.078247,0,0.008516391,0.007784816,0
273.0662456,0,0.001166447,0.001949823,0
275.0824671,0,0.001124337,0.001160348,0
291.0741437,0,0.001546368,0,0
299.0614212,0,0,0,0.001127472
300.0627785,0,0,0,0.001242064
303.0631371,0,0,0.001708261,0
317.0882541,0,0.008698307,0.005444369,0
333.0820947,0,0.00790734,0.004114613,0.001053228
334.090408,0.001553089,0.001017594,0,0
347.0959659,0,0.013313763,0.003259853,0
356.1534641,0,0,0,0.001252
