mz,10EV,15EV,20EV,25EV
109.0288782,0,0,0.002031648,0
112.0152674,0,0.002458534,0.005239673,0.001407682
113.0190019,0,0.016871897,0.020352326,0.004212873
125.0180099,0,0.008356019,0.005888577,0
126.0253747,0,0,0.001013763,0
127.03358,0,0.012233481,0.02562333,0.00749992
132.0218278,0,0,0.001632163,0.001531232
138.0228613,0,0.001573905,0.001131205,0
139.0350289,0,0.005078053,0.0039028,0
140.0450921,0,0.00336906,0.003016912,0
141.0215456,0,0.003055579,0.001457549,0
141.0541525,0,0.005873681,0.003805297,0
143.0279526,0,0.00161771,0.002161498,0
145.0462999,0,0,0.026035933,0.007272145
155.0322151,0,0.007061505,0.005110645,0
156.0399018,0.003241044,0.009247171,0.007341797,0
157.0459373,0,0.01110531,0.009664702,0.001578007
158.053917,0,0.00182076,0.001531837,0
163.0586175,0,0,0.002618373,0
167.0317256,0,0.005748947,0.004243195,0
168.0395604,0,0.001549329,0.001652109,0
169.0414266,0,0.028415469,0.030245411,0.004795204
171.0258787,0,0.022468318,0.017475349,0.003671465
173.0502886,0,0.001104932,0.002325298,0
183.0258414,0,0.00169695,0,0
184.0301238,0.002222974,0.012455666,0.00755038,0.001991899
185.0331524,0.004101656,0.136252985,0.123443106,0.039302959
186.0455944,0.002588454,0.010650837,0.00876142,0
187.0540931,0,0.001955898,0,0
201.0364199,0.017772561,0.149192496,0.137183018,0.032415505
202.0442853,0,0.001205386,0.002695877,0
203.0602601,0.010846365,0.071034479,0.072177177,0.01552628
218.042025,0.001969418,0.010434058,0.007726081,0
219.0465099,0,0.001597001,0.001269846,0
225.0343282,0,0,0,0.001138373
229.0278556,0,0.002029178,0,0
231.0521059,0.027743241,0.226316965,0.211723244,0.06316271
244.0589935,0,0.00437398,0.001597573,0
245.0666002,0,0.082256575,0.05119863,0.010060704
257.0542406,0,0.004970835,0.009858076,0.001221462
259.0831657,0,0.014674768,0.009700741,0.001498948
261.0598573,0,0.008186383,0.005293555,0
273.0550744,0,0.004755151,0.002336416,0
275.0631238,0,0.004138957,0.001294959,0
291.074276,0,0.002064339,0.002801723,0
305.0810356,0,0.001745219,0.001154617,0
317.0797226,0,0.024678567,0.014330042,0.001133837
333.0841204,0,0.008494015,0.004025028,0
334.0888525,0.004007345,0.004061573,0.001662027,0
347.0943851,0,0.029933606,0.012869973,0.001644158
349.0702061,0.003358115,0.00183339,0,0
