mz,8EV,10EV,15EV,20EV,25EV
127.0380154,0,0,0.000562983,0.002210627,0
129.0539183,0.006859311,0.017268659,0.019997801,0.02840118,0.001068987
135.0441193,0,0.002543301,0.017786855,0.016830105,0
137.0580404,0.004950886,0.015674994,0.051641551,0.042834955,0.002093318
145.0455906,0,0,0,0.006134904,0
147.0645415,0.003253743,0.005092645,0.00582799,0.009846837,0
149.0569071,0,0.001290492,0.004041584,0.001802201,0
150.0630261,0,0.004939594,0.031918363,0.031161816,0
151.0735237,0,0.001686237,0.002036507,0,0
151.541471,0,0,0.000993245,0.010993895,0
153.0152125,0.01614378,0.046121874,0.082813142,0.063697188,0.003971732
163.0381091,0,0.000973962,0.002564857,0.001461084,0
165.0186073,0,0.001885312,0.004710919,0.004106239,0
166.0262596,0,0.000474685,0.001364974,0.000606498,0
167.0531664,0,0,0.000343434,0.001860793,0
171.0269226,0.002080211,0.010288356,0.009565882,0.006592095,0
177.0520974,0.013271403,0.043286774,0.047957749,0.04097246,0.001331227
179.0351859,0.002288793,0.00504077,0.013899979,0.010336261,0
181.0097785,0,0,0.005762724,0.009846636,0
183.0272862,0,0.000546641,0.003301811,0.001039396,0
194.0193973,0,0.00053714,0.001862959,0.002709395,0
195.0272296,0.01571316,0.035926211,0.041109374,0.028479947,0.000557626
207.0245372,0,0,0.001041375,0,0
213.9858268,0,0,0,0,0.002445979
219.0280684,0.004438715,0.010569818,0.005038547,0.00344901,0
239.0953887,0,0,0.002192228,0.001042026,0
240.0962857,0,0,0.001509593,0.000463951,0
243.0621404,0.000830327,0.00180868,0.002657746,0.000470603,0
245.037895,0.001240259,0.004485129,0.002855538,0.000472632,0
259.0583931,0,0,0.001603813,0.002341185,0
261.0727916,0.002880235,0.004727687,0.004938174,0.001432556,0
263.051703,0.00928679,0.013850344,0.007111836,0.002715455,0
281.0600084,0.008447749,0.008655321,0.005806506,0.001837099,0
285.0734678,0.000976314,0.001990337,0.003802271,0.000938735,0
299.0705794,0.000894526,0.000911573,0.005453726,0.004599077,0
300.0621835,0,0,0.00598361,0.003502676,0
301.0701821,0,0.001381929,0.011235829,0.00940774,0
302.0730545,0,0.019106733,0.059636963,0.074784091,0.005769027
303.0844222,0.210861093,0.277645387,0.292396685,0.219395487,0.049188182
309.113307,0.001156399,0,0.000355568,0,0
315.0824399,0.0013789,0.003293191,0.003914115,0.002194787,0
327.0832052,0.005015522,0.005470466,0.001750771,0.002093361,0
331.0762113,0,0,0.005718572,0.003478011,0
341.05538,0,0,0.0032863,0.001634517,0
342.0547147,0,0,0.005243088,0.001306774,0
344.0862901,0,0,0.001259005,0.000953072,0
345.0958705,0.030806824,0.031214951,0.020331039,0.012218279,0.003416192
345.9754808,0,0,0.000405366,0.0011,0
355.0698581,0,0.000382381,0.014329591,0.0097761,0.001541867
356.0700763,0.000568772,0,0.021646768,0.021461668,0.001595291
369.0940365,0.01550809,0.012131168,0.005658048,0.003049656,0
395.111581,0.002492634,0.001767172,0,0,0
401.9846068,0,0,0.000567904,0.00206385,0.000495205
413.119552,0.021612066,0.015793598,0.008046985,0.006152993,0
416.040226,0,0,0.001389456,0.001658907,0
418.9872434,0,0,0.001895233,0.002088783,0
419.9980793,0,0,0.004609674,0.004777701,0
431.1317261,0.044793721,0.033371285,0.02238867,0.014478845,0.006077509
447.1257007,0.013396869,0.010098132,0.003459073,0.002221817,0.001610458
448.1297126,0,0.00142803,0.003342448,0.003968247,0
449.1416607,0.19265771,0.146692638,0.131792514,0.107727574,0.098034656
464.1336687,0,0.003028731,0.012154022,0.02376315,0
465.136037,0.090908058,0.072870112,0.049942704,0.036169031,0.019830838
489.128675,0.001282223,0,0,0.000582975,0
490.0493941,0,0,0.002233751,0.001040879,0
493.1276088,0,0,0.000522757,0.002849288,0
557.1533893,0.001663285,0,0,0,0
575.1746176,0.002843535,0.000695911,0.000439964,0,0
578.1240229,0,0,0.00069159,0.012372141,0.000860795
593.1836808,0.004607732,0.002910401,0.002138768,0.000856431,0.003441412
595.1410439,0,0,0.005065042,0.000991854,0
