mz,10EV,15EV,20EV,25EV
103.0389384,0,0,0.002915464,0
109.0257038,0,0.001309692,0.002802017,0
111.0045025,0,0.001251504,0.001396464,0
112.010953,0,0.00490533,0.007123386,0.005364836
113.0219456,0,0.023592634,0.021438626,0.003995637
125.0199736,0,0.012393524,0.017081635,0.003826315
127.0363258,0,0.01008881,0.021223161,0.006557233
131.034138,0,0,0.002200494,0
132.0156551,0,0,0.000947475,0.001873709
137.0239223,0,0.007006763,0.005079718,0
138.0301025,0,0.003043328,0.000490704,0
139.0377568,0,0.002989045,0.002092096,0
141.0148303,0,0.004624772,0.003668422,0
141.0499314,0,0.000634715,0.001541581,0
143.0317671,0,0.001202731,0.006572921,0.001169312
145.0488541,0,0.000543209,0.019137193,0.00512356
149.0455335,0,0,0.009958753,0.002567951
155.0309859,0.000910169,0.028365999,0.020123816,0.003771202
156.037423,0.000360112,0.005543235,0.003076991,0
157.0499453,0,0.009884099,0.00659443,0.000880109
163.0575764,0,0,0.001970334,0
167.0315426,0,0.008559218,0.006591847,0
168.0367387,0,0.002005304,0.000587649,0
169.0463666,0.004410416,0.112442589,0.092573136,0.023052863
171.0255354,0,0.009313916,0.007638852,0.001327463
173.0434524,0,0.002217753,0.003104677,0
183.0307018,0,0.001719832,0,0
184.0361485,0,0.002627915,0.005025933,0.000482629
185.0405068,0.017169608,0.118480304,0.088213744,0.02107906
186.0529482,0.015038761,0.035885803,0.028033729,0.005716447
187.0537025,0,0.001046244,0,0
201.0383714,0.047204716,0.171151649,0.126489599,0.032015461
202.048828,0.00243522,0.00614486,0.004316924,0
203.0522178,0.00840553,0.047508267,0.094860868,0.02654636
213.0411984,0,0.001719733,0.000890992,0
218.0362759,0.019558327,0.055546556,0.040526731,0.007919089
225.0450572,0,0,0,0.002240631
231.0479559,0.035776483,0.199061554,0.212318863,0.080277026
244.0561167,0.010135039,0.032772115,0.019241385,0.00283918
245.063588,0.002920122,0.079979049,0.052130494,0.011995769
257.0550299,0,0.011017482,0.007593509,0
259.0791816,0.002673272,0.044187992,0.015557349,0.002467681
261.0585034,0,0.003101213,0.001767918,0
273.059444,0,0.00342757,0.001509668,0
275.0749504,0,0.005348714,0.003700248,0
287.077359,0,0.001913456,0,0
291.0685292,0,0.003862053,0.001132119,0
305.0784603,0.013530985,0.025822239,0.016389126,0.002725767
311.0985975,0,0,0.002483144,0
317.0915323,0,0.025349989,0.014916673,0.002353335
333.0779979,0.037615828,0.067733137,0.038260946,0.007512679
334.093804,0.001817255,0.002265557,0,0
347.0896731,0.00155351,0.018520507,0.008099816,0.00166287
