ID,Labels,S-single,S-multi,,
298,0,0.858458128,0.791801609,,
299,0,0.858662321,0.773847309,,
300,0,0.985440956,0.986283243,,
301,0,0.992439318,0.991462959,,
302,0,0.018302713,0,,
303,0,0.92807629,0.950311406,,
304,0,0.009486924,0,,
305,0,0.948868912,0.968269279,,
306,0,0,0,,
307,0,0.913737847,0.889373417,,
308,0,0.341010796,0.301737908,,
309,0,0.93227948,0.883277836,,
310,0,0.069800786,0,,
311,0,0.06299194,0,,
312,1,0.976251157,0.973200649,,
313,1,0.961657875,0.901626832,,
314,1,0.970133425,0.960849191,,
315,1,0.963127346,0.94529042,,
316,1,0.974512648,0.960371487,,
317,1,0.951421311,0.925869667,,
318,1,0.980015122,0.977131247,,
319,1,0.991607331,0.980904771,,
320,1,0.991136643,0.955290735,,
321,1,0.979650987,0.977808042,,
322,1,0.993803017,0.994153704,,
323,1,0.993852988,0.986046542,,
324,1,0.97971753,0.986771052,,
325,1,0.987426444,0.986380878,,
326,1,0.988886207,0.978392204,,
327,1,0.985527208,0.977118839,,
328,1,0.982279397,0.948108536,,
329,1,0.96620822,0.97848552,,
330,1,0.959032396,0.966328069,,
331,1,0.98220449,0.953237011,,
332,1,0.971619596,0.95316165,,
333,1,0.947871615,0.965091219,,
334,1,0.940361012,0.922019116,,
335,1,0.933160325,0.934683623,,
336,1,0.979817753,0.955353959,,
337,1,0.956863148,0.916668524,,
338,1,0.959658345,0.955596599,,
339,1,0.978890011,0.963551391,,
340,1,0.966340636,0.948161864,,
341,1,0.971481551,0.918678509,,
342,1,0.960816499,0.962670693,,
343,1,0.960615964,0.921507414,,
344,1,0.946533569,0.912276815,,
345,1,0.967644891,0.936247834,,
346,1,0.994179647,0.980976041,,
347,1,0.927459506,0.955208053,,
348,1,0.923049298,0.952705047,,
349,1,0.960907016,0.95638204,,
350,1,0.939194819,0.956944914,,
351,1,0.950540287,0.972624243,,
352,1,0.983533545,0.984759763,,
353,1,0.958307304,0.955651178,,
354,1,0.937446866,0.955334856,,
355,1,0.93359778,0.951217364,,
356,1,0.994416667,0.99306572,,
357,1,0.978425849,0.981232159,,
358,1,0.978308346,0.981927524,,
359,1,0.969773764,0.978303382,,
360,1,0.987794802,0.986116064,,
361,1,0.983163356,0.989996596,,
362,1,0.960031773,0.952213885,,
363,1,0.964205267,0.955536383,,
364,1,0.968419875,0.980192811,,
365,1,0.977271243,0.985458396,,
366,1,0.992026678,0.988195826,,
367,1,0.996147637,0.996733323,,
368,1,0.963018505,0.970600789,,
369,1,0.987706219,0.991905061,,
370,1,0.976473053,0.976608003,,
371,1,0.965763378,0.975257695,,
372,1,0.9887334,0.987534651,,
373,1,0.993743221,0.992365371,,
374,1,0.988259143,0.993808855,,
375,1,0.988664387,0.992835592,,
376,1,0.99271161,0.990967312,,
377,1,0.98974449,0.989221445,,
378,1,0.974492302,0.982641336,,
379,1,0.995459857,0.993932583,,
380,1,0.992831006,0.994663555,,
381,1,0.985353173,0.98159996,,
382,1,0.979361796,0.988468631,,
383,1,0.991780197,0.991856351,,
384,1,0.957948464,0.930744982,,
385,1,0.941927257,0.90705048,,
386,1,0.980800711,0.976847346,,
387,1,0.977070697,0.973647409,,
388,1,0.994913981,0.993209325,,
389,1,0.99170539,0.992465618,,
390,1,0.979774988,0.988346138,,
391,1,0.988911537,0.989746455,,
392,1,0.974729096,0.974996262,,
393,1,0.969668585,0.966389017,,
394,1,0.98633058,0.991698635,,
395,1,0.990045471,0.990265178,,
396,1,0.989932033,0.992870514,,
397,1,0.981697763,0.973964087,,
398,1,0.913408764,0.92411598,,
399,1,0.98956618,0.990014689,,
400,1,0.949386983,0.959369425,,
401,1,0.9731299,0.9582461,,
402,1,0.902683446,0.918372236,,
403,1,0.944959896,0.963808713,,
404,1,0.924638622,0.931124401,,
405,1,0.962655232,0.970915839,,
406,1,0.993850916,0.993604083,,
407,1,0.992101822,0.992328119,,
408,1,0.959389927,0.956734708,,
409,1,0.989799569,0.994759484,,
410,1,0.994040142,0.993101302,,
411,1,0.984966095,0.99142327,,
412,1,0.977733976,0.98207376,,
413,1,0.974629285,0.98057239,,
414,1,0.972355505,0.967426515,,
415,1,0.982542439,0.988402816,,
416,1,0.939826645,0.955368581,,
417,1,0.997332868,0.994674816,,
418,1,0.990043896,0.992913063,,
419,1,0.979290475,0.989026866,,
420,1,0.994956325,0.994728368,,
421,1,0.994721204,0.992174469,,
422,1,0.985871644,0.98835794,,
423,1,0.991014443,0.989269474,,
