mz,10EV,15EV,20EV,25EV
112.0038946,0,0.00152467,0.002378476,0.001562377
113.0148808,0,0.005454462,0.005013472,0
125.0202384,0,0.001399677,0.002254279,0
127.0326051,0,0.002040871,0.005263266,0
132.0141479,0,0.002791492,0.002201905,0.002163086
139.0340846,0,0.002475394,0,0
140.0406599,0,0.002684428,0.001618622,0
141.0450604,0,0.002258153,0,0
145.0475947,0,0,0.005049578,0.00108519
155.0311628,0,0.003330415,0.00118142,0
156.0353129,0,0.0014121,0,0
157.042568,0,0.002645848,0,0
168.0399496,0,0.001011995,0.001389463,0
169.0403994,0,0.021969729,0.018316408,0.003180779
171.0185934,0,0.003038395,0.00240948,0
184.0279597,0,0.001249003,0,0
185.0429928,0.002374768,0.040568123,0.024663036,0.005199001
186.0432667,0.001626746,0.005784968,0.005287102,0
191.0465957,0,0,0.002235596,0
201.0326866,0.014862489,0.081590758,0.046115257,0.012621545
203.0495316,0,0.01359559,0.031483369,0.005722273
218.0338802,0.00138837,0.010270535,0.006645464,0
225.033444,0,0,0.002264067,0.001203168
231.0512403,0.00626996,0.065226813,0.067527554,0.017770348
244.0521523,0.001887944,0.009603145,0.00564497,0
245.0550348,0,0.02663533,0.019745342,0.003464637
249.0532999,0,0.001560834,0,0
257.0597502,0,0.003008576,0.004023217,0
259.0666104,0,0.015237115,0.010258756,0.00234771
261.0513992,0,0.001221627,0,0
273.0495503,0,0.0019026,0,0
275.0675466,0,0.001875525,0,0
305.0752999,0,0.002693506,0.001885747,0
317.0707213,0,0.008802072,0.007859304,0
333.0746915,0.001460426,0.009489883,0.006431858,0.002134158
347.1049267,0,0.012137394,0.001943502,0
349.0609404,0.001004741,0,0,0
