mz,10EV,15EV,20EV,25EV
113.0178504,0,0.003265678,0.003191133,0
127.0324474,0,0,0.002128523,0
132.0117318,0,0,0.005982567,0.004396197
139.035038,0,0.001822417,0,0
145.0487279,0,0,0.001504049,0
167.0243734,0,0.00102502,0,0
169.0441637,0,0.003875383,0.001558524,0
171.0260767,0,0.001335949,0.001566269,0
185.0334274,0,0.020219508,0.012183863,0.005395132
201.0270533,0,0.034731874,0.02333841,0.007495574
203.0550481,0,0.022103145,0.024570487,0.004207336
225.0333634,0,0,0.002944218,0.003934998
231.0451955,0.008998136,0.079381749,0.098525326,0.030666241
245.05341,0.001247865,0.052949139,0.045112927,0.010109363
257.065947,0,0.001958974,0.004520152,0
259.0775659,0.006888483,0.047551156,0.019269477,0.004923178
273.0461088,0,0.001491879,0,0
275.0671453,0,0.002144928,0.002846783,0
287.0690102,0,0.001133231,0,0
305.0854671,0,0.001690801,0,0
317.0773146,0,0.004338292,0,0
333.0745695,0,0.001028612,0,0
347.0847067,0,0.015593434,0.006552675,0
