mz,10EV,15EV,20EV,25EV
112.0080495,0,0,0,0.003708894
132.0173075,0,0.001529449,0.005439035,0.006851621
145.0497527,0,0,0.001028038,0
168.0345844,0,0.001795939,0,0
185.0375693,0,0.01718967,0.017069926,0.001644515
201.032767,0,0.019861523,0.01165319,0.001694098
203.0482156,0,0.012260015,0.01555113,0.003563841
225.0362101,0,0,0.001792894,0.004233502
227.0264343,0,0,0.001613697,0.003152784
231.0423897,0.005385136,0.061656267,0.053302181,0.015059676
244.0426243,0.001527764,0,0,0
245.0628081,0,0.037013191,0.021612624,0.003486647
257.0564016,0,0.001710248,0.001202769,0
259.0679863,0.003573206,0.024675626,0.011633134,0.001413717
273.0541395,0,0.001145752,0,0
275.0701617,0,0,0.001279614,0
299.056044,0,0,0.001175765,0.002540258
305.0750574,0,0.001485175,0,0
317.0810472,0,0.002090191,0.001695031,0
347.0959311,0,0.010530457,0.003522493,0
