mz,10EV,15EV,20EV,25EV
132.0152006,0,0.006188079,0.016960389,0.014749859
169.0468273,0,0.004561224,0.003129575,0
171.0221096,0,0,0,0.001077413
185.0401077,0,0.006087329,0.00338831,0
186.0406985,0,0.002398447,0,0
201.0340168,0,0.009795992,0.005287346,0
203.0481062,0,0,0.001771806,0
218.032542,0,0.005574328,0,0
225.0436737,0,0.002046719,0.011818344,0.018161895
226.0334666,0,0,0,0.001223273
227.0145531,0,0,0.007830069,0.010989657
231.0394325,0,0.011927701,0.011429956,0
245.0535768,0,0.002637955,0,0
259.0586366,0,0.00446572,0,0
299.0541392,0,0,0.003768256,0.007625623
333.0710662,0,0.005996349,0.001925741,0
363.0799329,0,0.003508908,0,0
365.096939,1,1,1,1
