mz,10EV,15EV,20EV,25EV
112.0059923,0,0,0.003612413,0.002354388
113.0117758,0,0.004745856,0.004984435,0
127.0348406,0,0,0.004525003,0
132.0220608,0,0.002596203,0.004606058,0.004219237
145.0453883,0,0,0.007467634,0.001895875
157.0475144,0,0.00295441,0,0
169.0418557,0,0.006830105,0.005766785,0
171.0263213,0,0.003901204,0.003626665,0
185.0376937,0,0.048405361,0.042653806,0.011916248
201.0287312,0.006009716,0.045869755,0.03989941,0.009668588
203.0507752,0.001721459,0.018615708,0.010066498,0.002623503
225.0322144,0,0,0.003207114,0.005563179
231.0321117,0.010960427,0.083084963,0.06595394,0.013169881
245.0537626,0,0.019474733,0.007382799,0
261.0447769,0,0.002998659,0,0
317.0812604,0,0.007299791,0.002635871,0
347.0760691,0,0.009211391,0.002828339,0
