mz,10EV,15EV,20EV,25EV
113.0190155,0,0.00327271,0.001877174,0
127.0369864,0,0,0.002073454,0
132.0151528,0,0.001794167,0.001738379,0.004759242
139.0351889,0,0.001405182,0,0
169.0443195,0,0.004630343,0.001894013,0
171.0223872,0,0.004164046,0,0
185.0416012,0,0.018392336,0.016087229,0.00243354
187.0532107,0,0.001541693,0,0
201.0355806,0.004563886,0.037104782,0.021877963,0.002363909
203.0468516,0,0.024983871,0.026766789,0.003358303
225.0334333,0,0.001169975,0.003734455,0.004316905
231.0454085,0.013786043,0.105270823,0.101223169,0.02787087
244.0461624,0,0.001507713,0,0
245.0613131,0.001122695,0.06419962,0.040524626,0.006257605
257.0551787,0,0.004656376,0.004155424,0
259.0667565,0.006672111,0.052707977,0.015372491,0.002730983
273.0561273,0,0.002277017,0,0
275.0674438,0,0.00253488,0,0
317.079353,0,0.00851069,0.003041003,0
329.0869246,0,0.001281733,0,0
347.0868536,0,0.027966759,0.013104924,0.001738602
