Mass,8EV,10EV,15EV,20EV,25EV
115.0540764,0,0,0.000718023,0,0
127.0387905,0,0,0.001358905,0.000458423,0
139.0529436,0,0,0.001174966,0.000538068,0
141.0170388,0,0.000830865,0.001131243,0.000430747,0
145.0484699,0.000306446,0.000275635,0.001872368,0.00730368,0.000803665
153.0172541,0.000180977,0.002426981,0.009334629,0.006944005,0
163.0598118,0,0,0.000731515,0.00100095,0
170.0215385,0,0,0.001733491,0,0
171.0282396,0,0.001187639,0.002744495,0.000733209,0
173.043589,0,0,0,0.000888724,0
187.0370189,0,0.000876316,0.000487639,0.000874964,0
197.0590377,0,0.001478331,0.001533673,0.002470849,0
213.053944,0,0.001883788,0.002366661,0.001447216,0
225.0445536,0,0,0,0.000434641,0.000806945
241.0494083,0.031884045,0.034896087,0.026244709,0.017524641,0.000660554
242.0565395,0.003360904,0.011142805,0.021467443,0.023610665,0.001948455
260.9716386,0,0,0.001268338,0,0
269.0436002,0,0.001533496,0.004037111,0.004744348,0
270.0516885,0.032779308,0.067165965,0.162048998,0.130372116,0.009432613
271.0601331,0.199447665,0.356611464,0.304530554,0.256961183,0.030069625
283.0616227,0.000459312,0.000273848,0.001129805,0.00210011,0.000255666
285.0391203,0,0,0.001349948,0,0
286.048817,0,0,0.000563008,0.000378569,0
289.0931039,0,0,0,0.001588818,0
295.0612679,0,0,0.00079379,0.000757695,0
297.077095,0,0,0.003146273,0,0
299.054922,0,0.000613493,0.005728337,0.003581748,0.002557141
300.0588548,0,0,0,0.000776595,0
313.0665438,0,0.000420575,0.001002624,0.000921521,0
325.1135419,0,0,0.000432623,0.002349776,0
385.0879165,0,0.000341751,0.003912261,0.00030252,0
415.0969843,0.000801353,0.001975771,0.001538654,0.000948257,0
431.0891311,0,0,0,0.001278117,0
432.109361,0.00019799,0.001316021,0.005530608,0.004583753,0.000208376
433.1147905,0.024890514,0.021828116,0.016307357,0.013048667,0.000914741
461.1046081,0.000183942,0.001711358,0.015466722,0.030882673,0.005354091
475.1280093,0,0,0.001936622,0,0
593.1423047,0.000437838,0.00110196,0.00312428,0.002639504,0
593.1568813,0,0,0,0,0
