Mass,8EV,10EV,15EV,20EV,25EV
127.0414301,0,0,0.00084826,0,0
129.0541952,0,0,0.000821964,0.003503126,0
145.0277124,0,0,0.000845442,0,0
145.0497526,0,0,0.000484731,0.001618049,0
153.0187899,0,0.00398224,0.009998229,0.009792053,0.000314545
157.0633885,0,0,0.000902551,0,0
170.0207289,0,0.000468034,0.002178302,0.00087045,0
171.0274145,0,0,0.001887108,0,0
185.0585927,0,0,0.002193984,0,0
187.0385153,0,0,0.001713521,0.001436845,0
197.0595677,0,0.000461301,0.001634082,0.0012588,0
213.0562686,0,0.001589668,0.004596936,0.004052657,0.000287432
215.0717506,0,0.001077335,0,0,0
225.0551131,0,0.00059452,0.001455746,0,0.000760537
241.0499879,0.013929054,0.02505795,0.022497388,0.017176601,0.001764641
242.0575929,0.000942605,0.012709002,0.028208972,0.026810245,0.001426488
253.0486188,0,0.001790857,0,0,0
260.9762305,0,0,0,0.000751423,0.000655495
269.0448924,0,0.003705178,0.002495108,0.005395454,0
270.0532316,0.012904689,0.075421908,0.174710063,0.167470118,0.013216217
271.0614981,0.309211833,0.488962246,0.385256706,0.333032512,0.041430336
273.0764117,0,0,0.001889221,0.000629465,0
283.0580583,0,0.000515765,0.001337092,0.001833755,0
286.043468,0,0,0,0.001302073,0
297.0737908,0,0,0.001463771,0.000543715,0
299.0582127,0,0,0.006689877,0.002285224,0.001864139
309.1183477,0,0,0.005974568,0.007626412,0.000914221
313.0727858,0,0,0.001294069,0,0
433.1130558,0.007932519,0.005230949,0.007557053,0.008154417,0.000442105
461.1089483,0,0.000485613,0.013839724,0.040004668,0.004334402
475.1235894,0,0,0.00239156,0.002686008,0
577.1511581,0,0,0.00300783,0.001168933,0
