Mass,8EV,10EV,15EV,20EV,25EV
127.0388327,0,0,0,0.005508267,0
145.0485,0,0,0.002522389,0.017361253,0
165.0167808,0,0.001625635,0.000655581,0.001999624,0
183.0281204,0,0.0054316,0.004213946,0.003260665,0
197.0069686,0,0,0.002577826,0.002747764,0
255.0643691,0,0,0.001736909,0.000942807,0
270.0514213,0.001744981,0.007858533,0.010289223,0.008637766,0
271.0584034,0.000553609,0.003004806,0.003145763,0.003393193,0
282.051561,0,0.00269204,0.007527668,0.008744349,0
283.0589015,0.047683629,0.081023122,0.064960095,0.051751317,0.00374977
284.0671833,0.000488816,0.007086769,0.016733681,0.01410492,0
285.0387228,0,0,0.005157487,0.004673974,0
295.0600597,0.000514857,0.008159181,0.012330985,0.016486214,0
297.0396009,0,0.002594286,0.007240047,0.008913463,0
298.0469584,0,0,0.004111857,0.00121278,0
299.0549101,0.01153122,0.032340729,0.078348104,0.07386111,0.007130644
307.0593431,0,0.000734806,0.005735581,0.006051424,0
308.0671129,0,0,0.001286794,0.002807214,0
309.0748912,0,0.009242859,0.005144496,0.002796138,0
311.053204,0.001061813,0.002122842,0.005527367,0.00623073,0
312.0620556,0.002551476,0.009031085,0.023810681,0.020987471,0.001104411
313.0707975,0.032736291,0.085963257,0.087020983,0.071627387,0.004898562
323.0907946,0,0.005970127,0.002017438,0.003745541,0
325.0701929,0.000995105,0.004549348,0.006059962,0.009501803,0
336.061002,0,0.001126867,0.005923136,0.004460987,0
337.0706707,0.01483752,0.040503336,0.024602448,0.017417058,0.000940372
341.0649416,0,0.001843118,0.007299383,0.008878476,0
349.0688865,0,0.004527463,0.005241959,0.006000569,0
351.085251,0,0.000700095,0.000572874,0.001992591,0
353.0633902,0,0.000717642,0.001318198,0.001803633,0
361.0686056,0,0.003827643,0.003557744,0.001488352,0
366.0719394,0,0,0.002583388,0.000868219,0
367.0797711,0.015627431,0.025874689,0.01422952,0.012263066,0.000564825
379.0807014,0.007562992,0.023004271,0.01763561,0.009062926,0
396.082462,0,0,0.001671946,0.00202045,0
397.0915511,0.017466217,0.029149844,0.01884668,0.013763123,0.000907596
414.0935053,0.006527441,0.015345345,0.011928376,0.019605948,0.001895777
415.1017919,0.049795952,0.086333038,0.042804654,0.028729339,0.002730935
432.105349,0.011120754,0.015147796,0.021136097,0.035913781,0.003095696
433.11185,0.069062737,0.05535612,0.034680018,0.023704077,0.006077592
445.1129286,0.03127616,0.019317767,0.013013213,0.007438781,0.000442497
457.1100217,0.003978889,0.004650951,0.004439132,0.002148655,0
461.1063887,0.00143558,0.003113084,0.015473249,0.007528146,0
474.115784,0,0.001036939,0.001193183,0.000965501,0
475.1230534,0.021540427,0.020096281,0.008840235,0.009343327,0
499.1219211,0.00429796,0.001075713,0.000687554,0,0
529.1324291,0.005755094,0.00170424,0,0.000679824,0
541.1338784,0.001363204,0.002211878,0,0,0
559.1429403,0.005418231,0.0024539,0.000919661,0,0
576.1414867,0,0.002110261,0.000627784,0.000973583,0
577.1545621,0.065653942,0.036219424,0.018473828,0.015649541,0.004382859
593.1438684,0.000510981,0.000903928,0.002852077,0,0
