Mass,8EV,10EV,15EV,20EV,25EV
107.0477615,0.000764053,0,0.003341323,0.001954112,0
129.052854,0,0.002679458,0.003138606,0.010441205,0
147.0424609,0.005817803,0.023613524,0.019354573,0.014356024,0
153.0167135,0.023603752,0.048168464,0.046918485,0.048625587,0.004746693
165.0153768,0,0.001079136,0.003576393,0.001106428,0
166.0241488,0,0,0.006659068,0.006817456,0
171.0272415,0.01646637,0.029069449,0.019707732,0.01227846,0
177.0165929,0,0.001726425,0.002685965,0.003187969,0
179.0309768,0,0.001946552,0.008118584,0.006726799,0
181.010033,0,0,0.011627447,0.017531718,0
183.0263066,0,0.007460876,0.010691172,0.010278054,0
191.0310118,0,0.003027112,0.001022994,0.001590691,0
194.0194119,0,0,0.005873223,0.006943443,0
195.0271055,0.025721982,0.057072564,0.045649649,0.033644816,0.002331236
197.0053944,0,0,0.000873313,0.002161281,0
199.0212682,0,0,0.00104208,0.002985684,0
207.0270904,0,0,0.004080823,0.00593717,0
219.026176,0.005047289,0.019361498,0.012384633,0.00732243,0
223.0204336,0,0,0.002251923,0.002331624,0
231.0255656,0.001878795,0.00162039,0,0,0
261.0359944,0.002728602,0.004275684,0.006086084,0.002667349,0
271.0567782,0,0.011342196,0.02027182,0.010612652,0
272.0650935,0,0.027322882,0.032765687,0.032787396,0.003023667
273.0742069,0.297178726,0.308240685,0.312546154,0.258680809,0.218359723
279.045687,0.00199458,0.00231003,0.001774956,0,0
285.0737305,0.001590441,0.008673073,0.012474432,0.006108685,0
297.0700839,0.014421574,0.021011788,0.016039566,0.010051981,0.000769051
301.0678106,0,0,0.009489043,0.01107657,0
309.1145491,0.000774253,0,0.002634043,0,0
314.0747262,0,0.00396037,0.006433703,0.008209831,0
315.0822655,0.043761385,0.082174245,0.052547788,0.035599705,0.010101017
327.0821006,0,0.000894312,0.004024284,0.002746161,0
338.0747524,0,0.001233267,0.001102877,0.001251838,0
339.0828845,0.030662862,0.028724431,0.01926692,0.01460604,0.001634581
343.0762027,0,0,0.002281472,0.002040618,0
351.0802627,0.002447327,0.001175556,0.001103863,0,0
369.0922808,0.000727145,0.00540265,0.000957088,0,0
381.0926546,0.007041073,0.008222477,0.005536715,0.000915984,0
383.1106028,0.004277808,0.004720304,0,0,0
399.1038889,0.014074143,0.019144817,0.006083768,0.006235678,0.000634433
401.1194483,0.012337206,0.009753955,0.006834186,0.001372442,0.001060401
416.1075647,0,0.006140772,0.00449629,0.008152546,0
417.1141182,0.077556819,0.060799015,0.037723791,0.026234815,0.010079275
419.1291405,0.060952757,0.043668611,0.042276666,0.029389823,0.038652357
434.1156638,0,0.002290809,0.01216015,0.030739471,0.001229673
435.1247189,0.163413881,0.123625273,0.085610121,0.057071662,0.065993457
443.1239793,0.004471435,0.001104971,0.001018134,0,0
459.1261729,0.00127654,0.001851137,0.000848353,0,0
461.1395179,0.006455141,0.006691455,0.004025604,0.000872253,0.00370115
463.1162333,0,0,0.001281644,0.010539645,0
527.1465935,0.001876177,0.002918313,0,0,0
545.162187,0.006764005,0.004410883,0.000620885,0,0.001300406
563.1691634,0.013382834,0.006775865,0.008108775,0.005133775,0.009559276
