Mass,8EV,10EV,15EV,20EV,25EV
132.0182899,0,0,0.000121007,,
195.0293362,0,0,0.002070002,,0
207.0279891,0,0.000466784,0.004868329,0.00167933,0
283.0580635,0,0.00055553,0.004378608,0.005366551,0
284.0688361,0,0,0.002298194,,0
288.5753903,0,0,0.001284773,0.002943179,0
294.0517034,0,0.003050977,0.003539286,0.005657698,0
295.0602078,0,0.012799488,0.019062816,0.012194168,0
296.0678554,0,0.000239833,0.003758366,0.001650691,0
297.0748868,0,0.001331443,0.004674002,0.005482788,0
298.0863653,0,0,0.000585876,,0
299.0555435,0,0.000163292,0.00191795,0,0
307.0594413,0,0.009778645,0.020214742,0.011413897,0
308.0673049,0,0.000949237,0.006426655,0.00336178,0
309.0752062,0,0.003014778,0.00416562,0.001582345,0
311.0553707,0,0.00126557,0.01273729,0.015195881,0
312.0597511,0,0,0.002572519,0.002915007,0
313.0681663,0,0.003843913,0.001864929,0.00144477,0
321.0727395,0,0.001797504,0.00561292,0.004683161,0
323.054366,0.000187698,0.001900981,0.003261124,0.004683922,0
324.0627337,0,0.000961668,0.006439139,0.001095696,0
325.0696445,0.001922473,0.029501953,0.036772065,0.031497749,0.001903676
326.0773972,0,0.000156825,0.002876699,0.002417414,0
327.0483332,0,0,0.002576692,0.005576376,0
335.0534222,0,0.000744184,0.002214579,0.001098255,
336.0618283,0,0.000255061,0.003929689,0.004405005,0
337.068129,0.004640417,0.033700117,0.046185306,0.037285909,0
337.0713828,0,0,0,0,0
340.0536943,0,0.000292392,0.000708827,,0
341.0655075,0.000374674,0.002235406,0.028891479,0.029797068,0
347.093273,0,0,0.00066922,0,0
348.0635334,0,0,0.000614551,,0
349.0689124,0.00031977,0.015378884,0.016429746,0.010107619,0
351.0874546,0,0.003643219,0.00516709,0.001583029,0
353.0641361,0,0.001090388,0.002502173,,0
354.0727757,0,0.000164243,0.00366774,0.002268219,0
355.0803992,0.006328051,0.034579576,0.031345188,0.017740971,
361.0696792,0,0.005317661,0.004732875,0.002581164,0
365.0646458,0,0.000256278,0.014001613,0.009128127,0
365.1000253,0,0.001289515,0.001565954,0,0
367.083167,0,0,0.002093987,0.001331037,0
375.0848802,0,0.004298503,0.000137627,,0
377.0660129,0,0,0.002507763,0.002602558,0
378.0697127,0,0.002228068,0.003637859,0.002170259,0
379.0806591,0.007302149,0.04442654,0.027111054,0.018463711,0
391.0795829,0.002419813,0.016285514,0.00803193,0.003383314,0
395.0732649,0,0,0.008722989,,0
403.0814287,0,0.013957974,0.010364325,0.001331418,0
407.0813909,0,0.000269055,0.005063061,0.003902904,0
409.0932588,0.004554234,0.026813208,0.017986868,0.008860101,0
421.0886901,0.000577252,0.017222472,0.012855614,0.009324173,0
425.0853588,0,0,0.009018915,0.004905156,0
426.0922283,0,0.000178899,0.000543265,,0
427.1017212,0.006709142,0.027518598,0.010083638,0.001532546,
439.1008722,0.007336108,0.032681561,0.016088409,0.015758422,0
443.0951756,0,0.0013456,0.015276898,0.013533446,0
445.1101726,0.003171643,0.007111042,0.004965876,0.00413474,
456.1048917,0,0.004631068,0.015994096,0.007820144,0
457.1129778,0.078515961,0.140901543,0.065154674,0.038328868,0.003523263
461.1071241,0,0.00916904,0.032792909,0.029840894,0
463.10087,0,0.005885348,0,0,0
469.1070315,0,0.002473008,0.008217113,0.00096875,0
474.1147239,0,0.006321047,0.009999278,0.005467832,0
475.1237591,0.039589868,0.068290771,0.03355707,0.014006768,
481.1139993,0.006084995,0.031227683,0.009381955,0.0049613,0
485.1025796,0,0,0.000305371,,0
486.1082442,0,0,0.000479489,,0
487.1252397,0,0.000802987,0.00036598,0.001262494,0
499.1225913,0.014912354,0.018190598,0.006022814,0.004887083,0
503.1227487,0,0,0,0.002703934,0
505.115273,0,0.00373574,0.00109092,0,0
511.1233838,0.015903028,0.020658992,0.009058131,0.001848154,0
523.120187,0.007827524,0.020151019,0.004704207,0.000977642,0
529.134751,0.010755661,0.007999003,0.002538615,0.001506653,0
541.134035,0.010746244,0.036610286,0.007192968,0.00395128,0
559.1391724,0.052257428,0.048254931,0.016349695,0.008939251,0
563.1369783,0,0.001076519,0.002973895,0.001853496,0
576.1459142,0,0.001323442,0.003387639,0.001449953,0
577.153841,0.173588665,0.103040906,0.049642169,0.027378135,0.005066093
