Mass,8EV,10EV,15EV,20EV,25EV
127.0393261,0,0,0.000563063,0.000497796,0
128.0619513,0,0,0.001297605,0.00132204,0
129.055452,0.000985244,0.001556933,0.008427701,0.007248109,0.000984002
131.0490358,0,0,0.001645498,0.001088894,0
139.0541663,0,0,0.002080815,0.001666339,0
141.0186903,0,0.00010956,0,0.000473838,0
141.0690061,0,0,0.001795053,0.000242318,0
145.0306759,0.000371315,0.001147252,0.001972903,0.000286138,0
145.0449129,0,0,0.001240491,0.001205147,0
147.0636018,0,0,0.001408364,0.002091668,0
153.018518,0.001984036,0.015281346,0.026864492,0.01451471,0.002338086
155.0490275,0,0,0.00136382,0.000580894,0
157.0644089,0,0.000182801,0.003201754,0.001827135,0
160.0521116,0,0,0.001114385,0.000331693,0
163.040907,0,0.000982295,0.001638239,0.000246838,0
168.0566857,0,0.000140824,0.002662928,0.001277734,0
169.0642957,0,0.000929784,0.002352302,0.000957252,0
170.0214571,0,0.000906661,0.0047647,0.002089261,0
171.0303361,0.000990371,0.005786211,0.005515218,0.002453091,0
173.0461261,0,0,0.000586296,0.001509473,0
173.0572336,0,0.000120786,0.000536364,0,0
185.059647,0,0.000558797,0.003005266,0.001600231,0
186.067589,0,0,0.000681906,0,0
187.0388785,0,0.002127662,0.003131072,0.001492928,0
196.0518299,0,0,0.000837738,0.000257654,0
197.0600904,0.000237954,0.00399643,0.00679888,0.003116404,0.000166387
201.0549276,0,0.002592354,0.000866067,0,0
203.0700054,0,0.000498716,0,0,0
212.0460352,0,0,0.000452932,0,0
213.0552951,0.000129699,0.003507288,0.010060668,0.005341933,0.000272622
215.0699198,0,0.004168618,0.0015977,0.000394495,0
225.0554619,0,0.00320158,0.001623312,0.000488873,0
229.0506738,0.000112201,0.001886107,0.00093598,0,0
240.0437278,0,0,0.000584765,0.00010656,0
241.0506891,0.036354435,0.049681496,0.040329409,0.02057096,0.003308099
242.0585342,0.008533957,0.026043178,0.066972549,0.038907801,0.00643292
243.0654849,0,0.000944868,0.000477809,0,0
247.0604968,0.000126328,0.000191321,0.000763861,0,0
253.0501206,0.000111148,0.003745017,0.002476354,0.000808358,0
269.0450745,0,0.004008103,0.012597499,0.007051427,0.000975253
270.0568434,0.081587892,0.159595546,0.200971259,0.129579541,0.039371496
271.0692939,0.309111552,0.341031606,0.28732303,0.20300645,0.099638666
273.0778038,0.002084943,0.001348387,0.00088588,0.000277737,0
283.0601958,0.000100163,0.00122737,0.004886359,0.002622744,0
284.0673571,0,0,0.000742969,0,0
285.0399516,0,0,0.002206301,0.001041365,0
286.0476469,0,0,0.001946287,0.001372426,0
295.0601058,0,0,0.000791974,0.000132156,0
297.0756054,0,0.001107409,0.002753843,0.0009819,0
299.0557512,0,0.003322267,0.015622531,0.008620533,0.0018736
309.1187393,0,0,0.005457455,0.003331325,0
313.0714673,0.00249963,0.003570863,0.00616314,0.002909237,0
325.0726487,0,0,0.001384596,0.000324299,0
343.0817101,0,0.000180491,0.005424878,0.001477715,0
363.0867898,0.002827646,0.001205731,0,0,0
381.0969186,0.003392838,0.001843874,0.000351145,0,0
385.0933165,0,0,0.001504007,0.000125025,0
397.0921068,0.000740828,0.000132057,0,0,0
399.1083249,0.007177589,0.003714049,0.002660756,0.000203263,0
415.1035431,0.001438167,0.001942192,0.002787369,0.002206858,0
417.1184413,0.001835305,0.004611855,0.004001416,0.000720033,0
431.0995334,0,0.000189859,0.002512119,0.000640043,0
432.106194,0.000199592,0.000949637,0.006110056,0.005194318,0
433.1150397,0.041672627,0.03003767,0.02481844,0.015061369,0.004924886
443.0974035,0.003240001,0.000977538,0.00072585,0,0
461.1091834,0.000194623,0.013071036,0.039403113,0.057134005,0.013877522
475.1250759,0.001236155,0.002606726,0.007290232,0.003093801,0
505.1364365,0,0.001632305,0.002768183,0.000507136,0
525.1410337,0.002083041,0,0,0,0
543.1520248,0.005070443,0.002152615,0.000565061,0,0
561.1640602,0.042132299,0.020499873,0.014959557,0.005864059,0
577.1571638,0,0.004268326,0.004536042,0,0
577.2080131,0.000918134,0.002108053,0.001469043,0.001370103,0.001777842
577.2498338,0.006626787,0.001740677,0.000796041,0.003364796,0.002730169
