Mass,8EV,10EV,15EV,20EV,25EV
271.0592499,0,0.007659545,0.005350403,0.00251909,0
283.0597185,0,0.017650104,0.025581772,0.022143878,0
284.0674027,0,0,0.006606602,0.007707697,0
295.0600795,0,0.000829094,0.014506386,0.017676594,0
298.0467207,0,0,0.00246744,0.001987529,0
299.055174,0,0.022455916,0.091189962,0.094165366,0.00445371
312.0623158,0,0,0.002673731,0.000763985,0
313.0707054,0,0.026040652,0.046566374,0.044758074,0
337.0693565,0,0.003999863,0.002817714,0.000195087,0
397.092015,0,0.009618543,0.015003447,0.003415052,0
415.1026701,0,0.027182363,0.029346754,0.012401751,0
431.0994827,0,0,0.003343606,0,0
432.1050297,0,0.008165184,0.020274111,0.013689455,0
433.1137882,0.03546373,0.179137053,0.095627674,0.075334744,0.006352727
461.1072015,0,0,0.02083085,0.056360957,0.000330082
