Mass,8EV,10EV,15EV,20EV,25EV
129.0530783,0,0.001164435,0.004797813,0.011003974,0.000462697
141.0170992,0,0,0.002831571,0.000966636,0
147.0634018,0,0,0.001950959,0.004444471,0
153.0166474,0,0,0.001474066,0,0
165.0166305,0,0.001254038,0.002751938,0.002050298,0
167.0323409,0,0,0.002359156,0.000341401,0
181.0119517,0,0,0.004361077,0.002230297,0
183.0271557,0,0.005969795,0.009121784,0.006124275,0.000255588
195.0270061,0,0,0.000953818,0,0
197.0063752,0,0,0.010029458,0.003204003,0
207.026786,0,0.000454694,0.003317339,0.002069945,0
241.0447421,0,0,0.001209068,0,0
242.0538688,0,0.000816691,0.002335139,0.001286388,0.000221802
254.055098,0,0,0.004477724,0.001887651,0
255.0634318,0,0.00064951,0.004827879,0.002506136,0
267.0627569,0,0.005403229,0.005202395,0.0036376,0
269.041855,0,0.000866075,0.003437159,0.001161421,0
270.0503094,0.009366878,0.018959037,0.023592315,0.01812029,0.000809775
271.0580707,0.004779854,0.010597581,0.012859798,0.006320248,0
279.0616028,0,0,0.00247602,0.000990737,0
282.0503182,0,0.004750808,0.010655577,0.00814376,0.000288998
283.0581484,0.055415066,0.102099183,0.097991816,0.067256843,0.005329327
284.065445,0.00072533,0.014851223,0.027307567,0.018772157,0.000246908
285.0372743,0.000503113,0.001086526,0.006572062,0.007576033,0
294.0491836,0,0,0.004446938,0.004421223,0
295.0572911,0.00591777,0.022749221,0.043944224,0.029361412,0.00242799
296.0637787,0,0,0.003175485,0.00187846,0
297.0378956,0.000532324,0.01332085,0.020912431,0.023475991,0.000688688
297.0630246,0.000386211,0.002445171,0.006078764,0.001168075,0
298.0455644,0,0.000716098,0.007914079,0.006846769,0
299.053077,0.054359117,0.095344554,0.164604644,0.141716553,0.015126178
307.057435,0.003383064,0.008225179,0.018661014,0.018024412,0.000581551
308.0651269,0,0.000971568,0.004186866,0.001817547,0
309.0726623,0.000291059,0.017425675,0.013519461,0.006973396,0
310.0440501,0,0,0.001204358,0.000786055,0
311.0525832,0,0.002098781,0.0053292,0.005712356,0
312.0601855,0.001656462,0.017839209,0.038606706,0.027260672,0.001520931
313.0683143,0.078902273,0.150826644,0.167242942,0.104315601,0.012835187
315.0465413,0,0.000940368,0.003687997,0.002562974,0
321.0731526,0,0.000417,0.000627667,0.000879568,0.000284127
323.0530648,0,0.001971789,0.003564275,0.005127209,0
323.085235,0,0.005570637,0.004990498,0.000694068,0
324.0614863,0,0,0.000646857,0,0
325.0680664,0.002882021,0.006250566,0.024031846,0.017135907,0.000705074
326.0747261,0,0.000429613,0.00200542,0,0
336.0595005,0,0.002455409,0.007027827,0.002907794,0
337.0682221,0.038684189,0.065500622,0.042393221,0.02772018,0.001980119
341.0628632,0.000927022,0.00246737,0.011183038,0.009852436,0.000397621
349.0677149,0.00344532,0.011805372,0.009185638,0.007010365,0
351.0827692,0.000873588,0.002852481,0.002743671,0.000720114,0
353.0627882,0,0,0.000825385,0,0
361.0672697,0.001710997,0.010497275,0.005740036,0.002808008,0
366.0697818,0,0.00071845,0.002216535,0.000685235,0
367.0785325,0.023553294,0.040220148,0.024135476,0.015571051,0.001538396
378.0696573,0,0.001086956,0.002006022,0,0
379.0777208,0.018171426,0.033104788,0.022780845,0.013415363,0.000333907
383.073286,0,0.000415199,0.00121216,0.000582961,0
385.0886411,0,0,0.001010532,0,0
386.0944682,0,0.000339602,0.000300777,0,0
396.0797203,0.000413224,0.001900546,0.003813548,0,0
397.0894168,0.032824916,0.051050839,0.028807917,0.0194938,0.001195265
401.0828716,0.000273768,0.000384198,0.000343793,0,0
413.0762388,0,0.000585648,0.000994404,0,0
414.0915312,0.015508547,0.034377124,0.021066242,0.028088399,0.00215151
415.0986213,0.070724902,0.107690534,0.058083952,0.039074935,0.006451128
416.1050345,0,0.002328027,0.002960663,0.000383914,0
431.0925385,0,0.000633777,0.004336388,0.00207124,0
432.1024146,0.071851184,0.082843043,0.067144326,0.079161779,0.010746511
433.1122982,0.416348889,0.355658079,0.243030923,0.187830979,0.065034374
461.1029504,0,0,0.012775501,0.022639927,0.003832142
475.1221932,0,0,0.000767189,0,0.000348343
505.1357648,0,0,0.003095352,0,0
561.1525196,0.003344956,0.00177769,0.000447498,0,0
577.1548828,0,0.000579541,0.001427918,0,0
